"Барча солиқ турлари бўйича бўйича    ""CAPITAL LOGISTICS 2020"" MAS'ULIYATI CHEKLANGAN JAMIYAT нинг (СТИР: 308020562)    2025 йил учун     Тошкент шаҳар, Янгиҳаёт тумани даги    ШАХСИЙ ҲИСОБВАРАҒИ";;;;;;;;;;;;;;;;;
Шакллантирилган сана ва вақти: 06.02.2026 16:03:54    Манба:  Электрон солиқ хизматлари портали (https://my3.soliq.uz);;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;сўм
Ҳудуд;Солиқ коди;Солиқ номи;Операция санаси;Операция мазмуни;Тўлов муддати;Тўлаш учун ҳисобланган;Камайтирилган;Тўланган;Қайтарилган;Қарздорлик;Ортиқча тўлов;Салбий фарқ;Пеня;Пеня муддати;Туланган пеня;Қолдиқ пеня;Ортиқча тўланган сумма
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;12.08.2025;Нач.часть пени 80%;12.08.2025;0;0;0;0;160 136 914,66;0;0;15 149,49;09.08.2025 - 12.08.2025;0;6 910 593,77;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.08.2025;Пост.сог.Мемор №154 Прочие ;15.08.2025;0;0;893 269,36;0;159 243 645,30;0;0;0;;0;6 910 593,77;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.08.2025;Нач.часть пени 80%;15.08.2025;0;0;0;0;159 243 645,30;0;0;179 353,34;13.08.2025 - 15.08.2025;0;7 089 947,11;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;20.08.2025;Пост.сог.Мемор №154 Прочие ;20.08.2025;0;0;383 546,57;0;158 860 098,73;0;0;0;;0;7 089 947,11;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;20.08.2025;Нач.часть пени 80%;20.08.2025;0;0;0;0;158 860 098,73;0;0;297 254,81;16.08.2025 - 20.08.2025;0;7 387 201,92;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;21.08.2025;Пост.сог.Мемор №154 Прочие ;21.08.2025;0;0;9 019 577,00;0;149 840 521,73;0;0;0;;0;7 387 201,92;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;21.08.2025;Пост.сог.Мемор №154 Прочие ;21.08.2025;0;0;5 874 032,87;0;143 966 488,86;0;0;0;;0;7 387 201,92;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;21.08.2025;Нач.часть пени 80%;21.08.2025;0;0;0;0;143 966 488,86;0;0;59 307,77;21.08.2025 - 21.08.2025;0;7 446 509,69;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;22.08.2025;Пост.сог.Мемор №154 Прочие ;22.08.2025;0;0;2 555 431,19;0;141 411 057,67;0;0;0;;0;7 446 509,69;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;22.08.2025;Пост.сог.Мемор №155 Прочие ;22.08.2025;0;0;1 133 431,58;0;140 277 626,09;0;0;0;;0;7 446 509,69;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;22.08.2025;Пост.сог.Мемор №155 Прочие ;22.08.2025;0;0;1 728 845,36;0;138 548 780,73;0;0;0;;0;7 446 509,69;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;22.08.2025;Нач.часть пени 80%;22.08.2025;0;0;0;0;138 548 780,73;0;0;53 747,49;22.08.2025 - 22.08.2025;0;7 500 257,18;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;04.07.2025;Аван. платеж за 8 м.;25.08.2025;0;0;0;0;138 548 780,73;0;0;0;;0;7 500 257,18;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;25.08.2025;Пост.сог.Мемор №155 Прочие ;25.08.2025;0;0;1 240 595,75;0;137 308 184,98;0;0;0;;0;7 500 257,18;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;25.08.2025;Пост.сог.Мемор №155 Прочие ;25.08.2025;0;0;5 627 323,49;0;131 680 861,49;0;0;0;;0;7 500 257,18;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;25.08.2025;Пост.сог.Мемор №155 Прочие ;25.08.2025;0;0;1 750 601,76;0;129 930 259,73;0;0;0;;0;7 500 257,18;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;25.08.2025;Нач.часть пени 80%;25.08.2025;0;0;0;0;129 930 259,73;0;0;155 174,63;23.08.2025 - 25.08.2025;0;7 655 431,81;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;27.08.2025;Пост.сог.Мемор №155 Прочие ;27.08.2025;0;0;4 581 642,03;0;125 348 617,70;0;0;0;;0;7 655 431,81;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;27.08.2025;Пост.сог.Мемор №155 Прочие ;27.08.2025;0;0;8 965 430,80;0;116 383 186,90;0;0;0;;0;7 655 431,81;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;27.08.2025;Нач.часть пени 80%;27.08.2025;0;0;0;0;116 383 186,90;0;0;97 014,59;26.08.2025 - 27.08.2025;0;7 752 446,40;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;28.08.2025;Пост.сог.Мемор №155 Прочие ;28.08.2025;0;0;15 146 347,40;0;101 236 839,50;0;0;0;;0;7 752 446,40;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;28.08.2025;Нач.часть пени 80%;28.08.2025;0;0;0;0;101 236 839,50;0;0;43 449,72;28.08.2025 - 28.08.2025;0;7 795 896,12;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;29.08.2025;Пост.сог.Мемор №155 Прочие ;29.08.2025;0;0;14 504 314,62;0;86 732 524,88;0;0;0;;0;7 795 896,12;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;29.08.2025;Пост.сог.Мемор №155 Прочие ;29.08.2025;0;0;3 285 021,83;0;83 447 503,05;0;0;0;;0;7 795 896,12;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;29.08.2025;Нач.часть пени 80%;29.08.2025;0;0;0;0;83 447 503,05;0;0;37 795,09;29.08.2025 - 29.08.2025;0;7 833 691,21;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;02.09.2025;Пост.сог.Мемор №155 Прочие ;02.09.2025;0;0;375 968,17;0;83 071 534,88;0;0;0;;0;7 833 691,21;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;02.09.2025;Нач.часть пени 80%;02.09.2025;0;0;0;0;83 071 534,88;0;0;124 614,94;30.08.2025 - 02.09.2025;0;7 958 306,15;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;04.09.2025;Пост.сог.Мемор №155 Прочие ;04.09.2025;0;0;11 859 445,73;0;71 212 089,15;0;0;0;;0;7 958 306,15;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;04.09.2025;Нач.часть пени 80%;04.09.2025;0;0;0;0;71 212 089,15;0;0;62 026,74;03.09.2025 - 04.09.2025;0;8 020 332,89;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;05.09.2025;Пост.сог.Мемор №155 Прочие ;05.09.2025;0;0;4 450 523,13;0;66 761 566,02;0;0;0;;0;8 020 332,89;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;05.09.2025;Нач.часть пени 80%;05.09.2025;0;0;0;0;66 761 566,02;0;0;26 585,85;05.09.2025 - 05.09.2025;0;8 046 918,74;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;08.09.2025;Пост.сог.Мемор №155 Прочие ;08.09.2025;0;0;14 038 651,19;0;52 722 914,83;0;0;0;;0;8 046 918,74;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;08.09.2025;Пост.сог.Мемор №155 Прочие ;08.09.2025;0;0;16 136 741,53;0;36 586 173,30;0;0;0;;0;8 046 918,74;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;08.09.2025;Пост.сог.Мемор №155 Прочие ;08.09.2025;0;0;4 517 257,48;0;32 068 915,82;0;0;0;;0;8 046 918,74;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;08.09.2025;Нач.часть пени 80%;08.09.2025;0;0;0;0;32 068 915,82;0;0;74 772,95;06.09.2025 - 08.09.2025;0;8 121 691,69;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;09.09.2025;Пост.сог.Мемор №155 Прочие ;09.09.2025;0;0;13 517 733,88;0;18 551 181,94;0;0;0;;0;8 121 691,69;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;09.09.2025;Пост.сог.Мемор №155 Прочие ;09.09.2025;0;0;30 140 124,27;0;0;11 588 942,33;0;0;;0;8 121 691,69;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;09.09.2025;Нач.часть пени 80%;09.09.2025;0;0;0;0;0;3 455 278,25;0;11 972,39;09.09.2025 - 09.09.2025;8 133 664,08;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.09.2025;Возв.сог.Заключ №5362171001 Возв.сог.ПРОТОК ;15.09.2025;0;0;0;165 262,73;0;3 290 015,52;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.09.2025;Возв.сог.Заключ №5362171002 Возв.сог.ПРОТОК ;15.09.2025;0;0;0;51 419,20;0;3 238 596,32;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.09.2025;Возв.сог.Заключ №5362171003 Возв.сог.ПРОТОК ;15.09.2025;0;0;0;71 545,90;0;3 167 050,42;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.09.2025;Возв.сог.Заключ №5362177001 Возв.сог.ПРОТОК ;15.09.2025;0;0;0;4 438,01;0;3 162 612,41;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.09.2025;Возв.сог.Заключ №5362212001 Возв.сог.ПРОТОК ;15.09.2025;0;0;0;288 552,57;0;2 874 059,84;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.09.2025;Возв.сог.Заключ №5362221001 Возв.сог.ПРОТОК ;15.09.2025;0;0;0;448 000,00;0;2 426 059,84;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.09.2025;Возв.сог.Заключ №5362228001 Возв.сог.ПРОТОК ;15.09.2025;0;0;0;68 237,56;0;2 357 822,28;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;15.09.2025;Возв.сог.Заключ №5362286001 Возв.сог.ПРОТОК ;15.09.2025;0;0;0;268 278,69;0;2 089 543,59;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;18.09.2025;Возв.сог.Заключ №5421366003 Возв.сог.ПРОТОК ;17.09.2025;0;0;0;767 719,02;0;1 321 824,57;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;18.09.2025;Возв.сог.Заключ №5421366001 Возв.сог.ПРОТОК ;17.09.2025;0;0;0;1 241 380,43;0;80 444,14;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;18.09.2025;Возв.сог.Заключ №5421366002 Возв.сог.ПРОТОК ;17.09.2025;0;0;0;80 444,14;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;04.07.2025;Аван. платеж за 9 м.;23.09.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;20.10.2025;С расчета за 3 кв.;20.10.2025;282 814 868,25;0;0;0;282 814 868,25;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;02.10.2025;Аван. платеж за 10 м.;23.10.2025;0;0;0;0;282 814 868,25;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;23.10.2025;Пост.сог.Мемор №198 Прочие ;23.10.2025;0;0;270 000 000,00;0;12 814 868,25;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;23.10.2025;Пост.сог.Мемор №199 Прочие ;23.10.2025;0;0;12 900 000,00;0;0;85 131,75;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;23.10.2025;Нач.часть пени 80%;23.10.2025;0;0;0;0;0;0;0;316 752,66;21.10.2025 - 23.10.2025;85 131,75;231 620,91;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;31.10.2025;Пост.сог.Заключ №6014913001 Прочие ;24.10.2025;0;0;231 620,91;0;0;0;0;0;;231 620,91;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;06.11.2025;С перерасчета за 3 кв.2025 г.;06.11.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;10.11.2025;С перерасчета за 3 кв.2025 г.;10.11.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;02.10.2025;Аван. платеж за 11 м.;24.11.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;02.10.2025;Аван. платеж за 12 м.;23.12.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;32;Фойда солиғи;31.12.2025;Сальдо на 31.12.2025 г.;31.12.2025;1 430 210 657,20;492 670 205,13;1 415 992 749,63;21 680 588,98;0;0;0;-46 081 953,05;01.01.2025 - 31.12.2025;90 049 836,91;0;0
Тошкент шаҳар Янгиҳаёт тумани;35;Дивидент тариқасида олинган даромадларга солинган солиқ;;Сальдо на;01.01.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;35;Дивидент тариқасида олинган даромадларга солинган солиқ;21.04.2025;С расчета за 3 м.;21.04.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;35;Дивидент тариқасида олинган даромадларга солинган солиқ;14.05.2025;С расчета за 4 м.;20.05.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;35;Дивидент тариқасида олинган даромадларга солинган солиқ;20.06.2025;С расчета за 5 м.;20.06.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;35;Дивидент тариқасида олинган даромадларга солинган солиқ;15.07.2025;С расчета за 6 м.;21.07.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;35;Дивидент тариқасида олинган даромадларга солинган солиқ;20.08.2025;С расчета за 7 м.;20.08.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;35;Дивидент тариқасида олинган даромадларга солинган солиқ;03.12.2025;С расчета за 11 м.;22.12.2025;0;0;0;0;0;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;35;Дивидент тариқасида олинган даромадларга солинган солиқ;31.12.2025;Сальдо на 31.12.2025 г.;31.12.2025;0;0;0;0;0;0;0;0;01.01.2025 - 31.12.2025;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;;Сальдо на;01.01.2025;0;0;0;0;26 042 240,23;0;0;0;;0;335 996,37;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;03.01.2025;Пост.сог.Мемор №137 Прочие ;03.01.2025;0;0;50 270,45;0;25 991 969,78;0;0;0;;0;335 996,37;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;03.01.2025;Пост.сог.Мемор №133 Прочие ;03.01.2025;0;0;32 446,44;0;25 959 523,34;0;0;0;;0;335 996,37;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;03.01.2025;Нач.часть пени 80%;03.01.2025;0;0;0;0;25 959 523,34;0;0;18 750,42;02.01.2025 - 03.01.2025;0;354 746,79;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;13.01.2025;Пост.сог.Мемор №137 Прочие ;13.01.2025;0;0;20 351 217,35;0;5 608 305,99;0;0;0;;0;354 746,79;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;13.01.2025;Пост.сог.Мемор №133 Прочие ;13.01.2025;0;0;5 974 634,88;0;0;366 328,89;0;0;;0;354 746,79;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;13.01.2025;Нач.часть пени 80%;13.01.2025;0;0;0;0;0;0;0;93 454,29;04.01.2025 - 13.01.2025;366 328,89;81 872,19;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;28.01.2025;Пост.сог.Мемор №20 Прочие ;28.01.2025;0;0;32 800 000,00;0;0;32 718 127,81;0;0;;81 872,19;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;30.01.2025;С расчета за 12 м.;17.02.2025;32 774 509,09;0;0;0;56 381,28;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;17.02.2025;С расчета за 1 м.;17.02.2025;28 454 509,09;0;0;0;28 510 890,37;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;18.02.2025;Пост.сог.Мемор №35 Прочие ;18.02.2025;0;0;1 447 951,61;0;27 062 938,76;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;18.02.2025;Нач.часть пени 80%;18.02.2025;0;0;0;0;27 062 938,76;0;0;10 263,92;18.02.2025 - 18.02.2025;0;10 263,92;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.02.2025;Пост.сог.Мемор №35 Прочие ;21.02.2025;0;0;1 649 588,93;0;25 413 349,83;0;0;0;;0;10 263,92;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;21.02.2025;Нач.часть пени 80%;21.02.2025;0;0;0;0;25 413 349,83;0;0;29 227,98;19.02.2025 - 21.02.2025;0;39 491,90;0
Тошкент шаҳар Янгиҳаёт тумани;36;Ижтимоий солиқ;28.02.2025;Пост.сог.Мемор №35 Прочие ;28.02.2025;0;0;433 632,45;0;24 979 717,38;0;0;0;;0;39 491,90;0
